Дивизион ASM;ASM;Город;Магазин;Дивизион SAP;Материал: Категория;Категория;Подкатегория;Планнейм;Группа ID;Группа;Дата пересчета;Частота подсчета;Товаров в группе;Штук в группе;Найдено;Излишки;Недостачи;Брак;Посчитано вручную;Посчитано групп;Всего групп;Доля посчитанных товарных групп
Запад;Воронежский;Старый Оскол;S244;Аудио/Видео;101;АВТОМОБИЛЬНАЯ ЭЛЕКТРОНИКА;АВТОМОБИЛЬНАЯ ЭЛЕКТРОНИКА;Автомобильная акустика;103010506;Автомобильные колонки;;QTR;;;;;;;;;1;0%
Запад;Воронежский;Старый Оскол;S244;Аудио/Видео;101;АВТОМОБИЛЬНАЯ ЭЛЕКТРОНИКА;АВТОМОБИЛЬНАЯ ЭЛЕКТРОНИКА;Автомобильные магнитолы;103030210;Автомобильный монитор;;QTR;;;;;;;;;1;0%
Запад;Воронежский;Старый Оскол;S244;Аудио/Видео;101;АВТОМОБИЛЬНАЯ ЭЛЕКТРОНИКА;АВТОМОБИЛЬНАЯ ЭЛЕКТРОНИКА;Автомобильные магнитолы;103030405;USB-Автомагнитола;;QTR;;;;;;;;;1;0%
Запад;Воронежский;Старый Оскол;S244;Аудио/Видео;101;АВТОМОБИЛЬНАЯ ЭЛЕКТРОНИКА;АВТОМОБИЛЬНАЯ ЭЛЕКТРОНИКА;Видеорегистраторы;103090201;Видеорегистратор;;MON;;;;;;;;;1;0%
Запад;Воронежский;Старый Оскол;S244;Аудио/Видео;101;АВТОМОБИЛЬНАЯ ЭЛЕКТРОНИКА;АВТОМОБИЛЬНАЯ ЭЛЕКТРОНИКА;Видеорегистраторы;533010338;МП_Видеорегистратор;;QTR;;;;;;;;;1;0%
Запад;Воронежский;Старый Оскол;S244;Аудио/Видео;102;Hi-Fi Техника;Аксессуары для Hi-Fi компонентов;Акс. для Hi-Fi комп. и акуст. систем;102040118;Кабель акустический;;QTR;;;;;;;;;1;0%
Запад;Воронежский;Старый Оскол;S244;Аудио/Видео;103;Остальные развлечения;Развлечения;Электросамокаты и велосипеды;508010510;Гироскутер 6.5 дюймов;;QTR;;;;;;;;;1;0%
Запад;Воронежский;Старый Оскол;S244;Аудио/Видео;104;Домашний кинотеатр One-box;Саундбары;Саундбары;104050402;Саундбар;;QTR;;;;;;;;;1;0%
Запад;Воронежский;Старый Оскол;S244;Аудио/Видео;105;МУЗЫКАЛЬНЫЕ ЦЕНТРЫ/МАГНИТОЛЫ/ВИДЕО;Домашнее аудио-видео;Видео техника;101010201;DVD-плеер;;QTR;;;;;;;;;1;0%
Запад;Воронежский;Старый Оскол;S244;Аудио/Видео;105;МУЗЫКАЛЬНЫЕ ЦЕНТРЫ/МАГНИТОЛЫ/ВИДЕО;Домашнее аудио-видео;Домашнее аудио;105010201;Музыкальный центр Micro;;QTR;;;;;;;;;1;0%
Запад;Воронежский;Старый Оскол;S244;Аудио/Видео;105;МУЗЫКАЛЬНЫЕ ЦЕНТРЫ/МАГНИТОЛЫ/ВИДЕО;Домашнее аудио-видео;Домашнее аудио;105010203;Музыкальный центр Mini;;QTR;;;;;;;;;1;0%
Запад;Воронежский;Старый Оскол;S244;Аудио/Видео;105;МУЗЫКАЛЬНЫЕ ЦЕНТРЫ/МАГНИТОЛЫ/ВИДЕО;Домашнее аудио-видео;Домашнее аудио;105010204;Музыкальная система Midi;;QTR;;;;;;;;;1;0%
Запад;Воронежский;Старый Оскол;S244;Аудио/Видео;105;МУЗЫКАЛЬНЫЕ ЦЕНТРЫ/МАГНИТОЛЫ/ВИДЕО;Домашнее аудио-видео;Домашнее аудио;548010694;Караоке система;;QTR;;;;;;;;;1;0%
Запад;Воронежский;Старый Оскол;S244;Аудио/Видео;105;МУЗЫКАЛЬНЫЕ ЦЕНТРЫ/МАГНИТОЛЫ/ВИДЕО;Домашнее аудио-видео;Аудиоплееры и диктофоны;207020302;Портативный медиаплеер;;QTR;;;;;;;;;1;0%
Запад;Воронежский;Старый Оскол;S244;Аудио/Видео;105;МУЗЫКАЛЬНЫЕ ЦЕНТРЫ/МАГНИТОЛЫ/ВИДЕО;Портативное аудио;Магнитолы с Bluetooth;105020101;Магнитола;;QTR;;;;;;;;;1;0%
Запад;Воронежский;Старый Оскол;S244;Аудио/Видео;105;МУЗЫКАЛЬНЫЕ ЦЕНТРЫ/МАГНИТОЛЫ/ВИДЕО;Портативное аудио;Радиоприемники;105020203;Радиоприемник;;QTR;;;;;;;;;1;0%
Запад;Воронежский;Старый Оскол;S244;Аудио/Видео;105;МУЗЫКАЛЬНЫЕ ЦЕНТРЫ/МАГНИТОЛЫ/ВИДЕО;Портативное аудио;Радиоприемники;105020204;Радио-часы;;QTR;;;;;;;;;1;0%
Запад;Воронежский;Старый Оскол;S244;Аудио/Видео;107;Телевизоры;LED-телевизоры;"Телевизоры 32""-38""";107090204;"Телевизоры 32""-38""";;QTR;;;;;;;;;1;0%
Запад;Воронежский;Старый Оскол;S244;Аудио/Видео;107;Телевизоры;LED-телевизоры;"Телевизоры 39""-43""";107040211;"СТМ Телевизоры 39""-43""";;QTR;;;;;;;;;1;0%
Запад;Воронежский;Старый Оскол;S244;Аудио/Видео;107;Телевизоры;LED-телевизоры;"Телевизоры 39""-43""";107090302;"Телевизоры 39""-43""";;QTR;;;;;;;;;1;0%
Запад;Воронежский;Старый Оскол;S244;Аудио/Видео;107;Телевизоры;LED-телевизоры;"Телевизоры 44""-50""";107040311;"СТМ Телевизоры 44""- 50""";;QTR;;;;;;;;;1;0%
Запад;Воронежский;Старый Оскол;S244;Аудио/Видео;107;Телевизоры;LED-телевизоры;"Телевизоры 44""-50""";107090403;"Телевизоры 44""-50""";;QTR;;;;;;;;;1;0%
Запад;Воронежский;Старый Оскол;S244;Аудио/Видео;107;Телевизоры;LED-телевизоры;"Телевизоры 44""-50""";533010297;"МП_Телевизоры 44""-50""";;QTR;;;;;;;;;1;0%
Запад;Воронежский;Старый Оскол;S244;Аудио/Видео;107;Телевизоры;LED-телевизоры;"Телевизоры 15""-30""";107090702;"Телевизоры 15""-30""";;QTR;;;;;;;;;1;0%
Запад;Воронежский;Старый Оскол;S244;Аудио/Видео;107;Телевизоры;LED-телевизоры;"Телевизоры 51""-55""";107091103;"Телевизоры 51""-55""";;QTR;;;;;;;;;1;0%
Запад;Воронежский;Старый Оскол;S244;Аудио/Видео;107;Телевизоры;LED-телевизоры;"Телевизоры 56""-65""";107091203;"Телевизоры 56""-65""";;QTR;;;;;;;;;1;0%
Запад;Воронежский;Старый Оскол;S244;Аудио/Видео;107;Телевизоры;LED-телевизоры;"Телевизоры 66""+";107091303;"Телевизоры 66""+";;QTR;;;;;;;;;1;0%
Запад;Воронежский;Старый Оскол;S244;Аудио/Видео;107;Телевизоры;LED-телевизоры;"Телевизоры 66""+";548010365;"Телевизоры 90""+";;QTR;;;;;;;;;1;0%
Запад;Воронежский;Старый Оскол;S244;Аудио/Видео;108;Фото и Видеокамеры;Цифровые видеокамеры;Акс. для видеокамер;118010501;Светофильтр;;MON;;;;;;;;;1;0%
Запад;Воронежский;Старый Оскол;S244;Аудио/Видео;108;Фото и Видеокамеры;Цифровые видеокамеры;Акс. для видеокамер;118010601;Аксессуар для экшн камер;;MON;;;;;;;;;1;0%
Запад;Воронежский;Старый Оскол;S244;Аудио/Видео;108;Фото и Видеокамеры;Цифровые видеокамеры;Акс. для видеокамер;118010606;Аксессуар для экшн камер GoPro;;MON;;;;;;;;;1;0%
Запад;Воронежский;Старый Оскол;S244;Аудио/Видео;109;Гаджеты;Гаджеты;Умный дом;108070519;Умная лампочка;;MON;;;;;;;;;1;0%
Запад;Воронежский;Старый Оскол;S244;Аудио/Видео;109;Гаджеты;Гаджеты;Умный дом;503020178;IP-камера;;MON;;;;;;;;;1;0%
Запад;Воронежский;Старый Оскол;S244;Аудио/Видео;109;Гаджеты;Гаджеты;Умный дом;508010514;Умная розетка;;MON;;;;;;;;;1;0%
Запад;Воронежский;Старый Оскол;S244;Аудио/Видео;109;Гаджеты;Гаджеты;Умный дом;508010902;Управление умным домом;;MON;;;;;;;;;1;0%
Запад;Воронежский;Старый Оскол;S244;Аудио/Видео;110;Музыкальное оборудование и инструменты;Оборудование для DJ;Профессиональное аудио;110010202;Радиосистема;;QTR;;;;;;;;;1;0%
Запад;Воронежский;Старый Оскол;S244;Аудио/Видео;113;Портативная акустика;Портативная акустика;Умные колонки;113010305;Умные колонки;;MON;;;;;;;;;1;0%
Запад;Воронежский;Старый Оскол;S244;Аудио/Видео;119;Коммерческое телевидение;Коммерческое телевидение.;Коммерческое телевидение;107120101;Комплектующие;;QTR;;;;;;;;;1;0%
Запад;Воронежский;Старый Оскол;S244;Аудио/Видео;119;Коммерческое телевидение;Коммерческое телевидение.;Коммерческое телевидение;107120102;Комплект спутникового ТВ;;QTR;;;;;;;;;1;0%
Запад;Воронежский;Старый Оскол;S244;Цифровая техника;203;Компьютеры;Системные блоки;Системные блоки;204020112;МП_Системный блок игровой;;MON;;;;;;;;;1;0%
Запад;Воронежский;Старый Оскол;S244;Цифровая техника;204;Ноутбуки;Ноутбуки;Ноутбуки;203020101;Ноутбук;;MON;;;;;;;;;1;0%
Запад;Воронежский;Старый Оскол;S244;Цифровая техника;204;Ноутбуки;Ноутбуки;Ноутбуки;565030102;МП_Ноутбук;;MON;;;;;;;;;1;0%
Запад;Воронежский;Старый Оскол;S244;Цифровая техника;204;Ноутбуки;Ноутбуки;Ноутбуки игровые;203020107;Ноутбук игровой;;MON;;;;;;;;;1;0%
Запад;Воронежский;Старый Оскол;S244;Цифровая техника;205;Мобильные телефоны;Смартфоны;Смартфоны;205010101;Смартфон;;MON;;;;;;;;;1;0%
Запад;Воронежский;Старый Оскол;S244;Цифровая техника;205;Мобильные телефоны;Смартфоны;Apple iPhone;205010201;Apple IPhone;;MON;;;;;;;;;1;0%
Запад;Воронежский;Старый Оскол;S244;Цифровая техника;205;Мобильные телефоны;Смартфоны;Смартфоны Samsung;205010401;Смартфон Samsung;;MON;;;;;;;;;1;0%
Запад;Воронежский;Старый Оскол;S244;Цифровая техника;205;Мобильные телефоны;Смартфоны;Смартфоны Восстановленные;548010355;Apple IPhone (товар МВМ);;MON;;;;;;;;;1;0%
Запад;Воронежский;Старый Оскол;S244;Цифровая техника;206;МФУ, принтеры, оргтехника;Многофункциональные устройства;Лазерные МФУ;206010101;Лазерное МФУ;;QTR;;;;;;;;;1;0%
Запад;Воронежский;Старый Оскол;S244;Цифровая техника;206;МФУ, принтеры, оргтехника;Многофункциональные устройства;Струйные МФУ;206010201;Струйное МФУ;;QTR;;;;;;;;;1;0%
Запад;Воронежский;Старый Оскол;S244;Цифровая техника;206;МФУ, принтеры, оргтехника;Принтеры;Принтеры;206020201;Лазерный принтер;;QTR;;;;;;;;;1;0%
Запад;Воронежский;Старый Оскол;S244;Цифровая техника;206;МФУ, принтеры, оргтехника;Аксессуары для принтеров;Акс. для принтеров и печати;206050303;Картридж для лазерного принтера;;MON;;;;;;;;;1;0%
Запад;Воронежский;Старый Оскол;S244;Цифровая техника;206;МФУ, принтеры, оргтехника;Аксессуары для принтеров;Акс. для принтеров и печати;206050304;Картридж для струйного принтера;;MON;;;;;;;;;1;0%
Запад;Воронежский;Старый Оскол;S244;Цифровая техника;206;МФУ, принтеры, оргтехника;Аксессуары для принтеров;Акс. для принтеров и печати;206050311;Чернила для принтера;;QTR;;;;;;;;;1;0%
Запад;Воронежский;Старый Оскол;S244;Цифровая техника;207;Портативные плееры;Другие портативные плееры;Демо-оборудование Гаджеты;508010912;Демо-оборудование гаджеты;;QTR;;;;;;;;;1;0%
Запад;Воронежский;Старый Оскол;S244;Цифровая техника;207;Портативные плееры;Портативные аудиосистемы;Демо-оборудование Телеком;207030102;Демо-оборудование;;QTR;;;;;;;;;1;0%
Запад;Воронежский;Старый Оскол;S244;Цифровая техника;208;PC Мониторы;Мониторы;Мониторы;208010127;Монитор;;QTR;;;;;;;;;1;0%
Запад;Воронежский;Старый Оскол;S244;Цифровая техника;208;PC Мониторы;Мониторы;Мониторы;208010128;Монитор игровой;;QTR;;;;;;;;;1;0%
Запад;Воронежский;Старый Оскол;S244;Цифровая техника;208;PC Мониторы;Мониторы;Мониторы;208010137;Аксессуар для монитора;;QTR;;;;;;;;;1;0%
Запад;Воронежский;Старый Оскол;S244;Цифровая техника;210;Комплектующие для ПК;Остальная цифровая техника;Комплектующие для компьютера;210010120;Кулер для процессора;;MON;;;;;;;;;1;0%
Запад;Воронежский;Старый Оскол;S244;Цифровая техника;213;Операторские продукты. Телеком;ТЕЛЕКОММУНИКАЦИОННЫЕ ПРОДУКТЫ;Продукты операторов сотовой связи;202050202;Комплект для мобильного интернета;26.03.2026;QTR;20;219;219;0;0;0;0;1;1;100%
Запад;Воронежский;Старый Оскол;S244;Цифровая техника;213;Операторские продукты. Телеком;ТЕЛЕКОММУНИКАЦИОННЫЕ ПРОДУКТЫ;Продукты операторов сотовой связи;202050203;Комплект для голосовой связи;26.03.2026;QTR;28;1018;1018;0;0;0;0;1;1;100%
Запад;Воронежский;Старый Оскол;S244;Цифровая техника;213;Операторские продукты. Телеком;ТЕЛЕКОММУНИКАЦИОННЫЕ ПРОДУКТЫ;Продукты операторов сотовой связи;202050204;Комплект с саморегистрацией для онлайн;26.03.2026;QTR;9;217;217;0;0;0;0;1;1;100%
Запад;Воронежский;Старый Оскол;S244;Цифровая техника;213;Операторские продукты. Телеком;ТЕЛЕКОММУНИКАЦИОННЫЕ ПРОДУКТЫ;Продукты операторов сотовой связи;202050205;Комплект с саморегистрацией для онлайн и офлайн;26.03.2026;QTR;2;11;11;0;0;0;0;1;1;100%
Запад;Воронежский;Старый Оскол;S244;Цифровая техника;260;Смарт часы;Подкат. Смарт часы;Смарт-часы Apple Watch;260010102;Смарт-часы Apple Watch;;MON;;;;;;;;;1;0%
Запад;Воронежский;Старый Оскол;S244;Цифровая техника;260;Смарт часы;Подкат. Смарт часы;Смарт-часы и браслеты;205010313;Смарт-часы;;MON;;;;;;;;;1;0%
Запад;Воронежский;Старый Оскол;S244;Цифровая техника;260;Смарт часы;Подкат. Смарт часы;Смарт-часы и браслеты;260010211;Смарт-часы Huawei;;MON;;;;;;;;;1;0%
Запад;Воронежский;Старый Оскол;S244;Цифровая техника;260;Смарт часы;Подкат. Смарт часы;Смарт-часы и браслеты;260010213;Фитнес-браслет Huawei;;MON;;;;;;;;;1;0%
Запад;Воронежский;Старый Оскол;S244;Цифровая техника;260;Смарт часы;Подкат. Смарт часы;Смарт-часы и браслеты;508010502;Фитнес трекер;;MON;;;;;;;;;1;0%
Запад;Воронежский;Старый Оскол;S244;Цифровая техника;260;Смарт часы;Подкат. Смарт часы;Смарт-часы и браслеты;508010518;Часы с GPS трекером;;MON;;;;;;;;;1;0%
Запад;Воронежский;Старый Оскол;S244;Цифровая техника;260;Смарт часы;Подкат. Смарт часы;Смарт-часы Samsung;260010210;Смарт-часы Samsung;;MON;;;;;;;;;1;0%
Запад;Воронежский;Старый Оскол;S244;Цифровая техника;262;Планшетные компьютеры;Подкат. Планшетные компьютеры;Планшетные компьютеры;203040101;Планшетный компьютер Android;;MON;;;;;;;;;1;0%
Запад;Воронежский;Старый Оскол;S244;Цифровая техника;262;Планшетные компьютеры;Подкат. Планшетные компьютеры;Планшетные компьютеры Apple;204020301;Планшетный компьютер Apple;;MON;;;;;;;;;1;0%
Запад;Воронежский;Старый Оскол;S244;Развлечения;303;Видеоигры;Видеоигры для консолей;Видеоигры;303060105;Видеоигра для PS5;;MON;;;;;;;;;1;0%
Запад;Воронежский;Старый Оскол;S244;Развлечения;303;Видеоигры;Видеоигры для консолей;Видеоигры;303100101;Видеоигра для PS4;;MON;;;;;;;;;1;0%
Запад;Воронежский;Старый Оскол;S244;Развлечения;304;Игровые консоли;Игровые консоли;Акс. для консолей;304020401;Аксессуар для консоли PS5;;MON;;;;;;;;;1;0%
Запад;Воронежский;Старый Оскол;S244;Развлечения;304;Игровые консоли;Игровые консоли;Акс. для консолей;304020402;Геймпад для консоли PS5;;MON;;;;;;;;;1;0%
Запад;Воронежский;Старый Оскол;S244;Развлечения;304;Игровые консоли;Игровые консоли;Консоли;304011101;Игровая консоль PS5;;MON;;;;;;;;;1;0%
Запад;Воронежский;Старый Оскол;S244;Развлечения;304;Игровые консоли;Игровые консоли;Консоли;304011204;Игровая консоль PS5 Digital;;MON;;;;;;;;;1;0%
Запад;Воронежский;Старый Оскол;S244;Развлечения;309;Электронные книги;Подкат. Электронные книги;Акс. для электронных книг;306010902;Чехол для электронной книги;;MON;;;;;;;;;1;0%
Запад;Воронежский;Старый Оскол;S244;Бытовая техника;401;Встраиваемая техника;Встраиваемые варочные панели;Встраиваемые варочные панели;401010102;Встраив. газовая панель независимая;;QTR;;;;;;;;;1;0%
Запад;Воронежский;Старый Оскол;S244;Бытовая техника;401;Встраиваемая техника;Встраиваемые варочные панели;Встраиваемые варочные панели;401010103;Встраив. модульная газ. панель независ.;;QTR;;;;;;;;;1;0%
Запад;Воронежский;Старый Оскол;S244;Бытовая техника;401;Встраиваемая техника;Встраиваемые варочные панели;Встраиваемые варочные панели;401010104;Встраив. модульная эл. панель независ.;;QTR;;;;;;;;;1;0%
Запад;Воронежский;Старый Оскол;S244;Бытовая техника;401;Встраиваемая техника;Встраиваемые варочные панели;Встраиваемые варочные панели;401010106;Встраиваемая электрическая панель независимая;;QTR;;;;;;;;;1;0%
Запад;Воронежский;Старый Оскол;S244;Бытовая техника;401;Встраиваемая техника;Встраиваемые варочные панели;Встраиваемые варочные панели;401010107;Встраиваемая индукционная панель независимая;;QTR;;;;;;;;;1;0%
Запад;Воронежский;Старый Оскол;S244;Бытовая техника;401;Встраиваемая техника;Встраиваемые варочные панели;Встраиваемые варочные панели;401010111;Встраиваемая комбинированная панель;;QTR;;;;;;;;;1;0%
Запад;Воронежский;Старый Оскол;S244;Бытовая техника;401;Встраиваемая техника;Встраиваемые варочные панели;Встраиваемые варочные панели;401010112;Встраив. Модульная индукционная панель независимая;;QTR;;;;;;;;;1;0%
Запад;Воронежский;Старый Оскол;S244;Бытовая техника;401;Встраиваемая техника;Встраиваемые варочные панели;Встраиваемые варочные панели;533010150;МП_Встраиваемая индукционная панель независимая;;QTR;;;;;;;;;1;0%
Запад;Воронежский;Старый Оскол;S244;Бытовая техника;401;Встраиваемая техника;Встраиваемые варочные панели;Встраиваемые варочные панели;533010774;МП_Встраиваемая электрическая панель независимая;;QTR;;;;;;;;;1;0%
Запад;Воронежский;Старый Оскол;S244;Бытовая техника;401;Встраиваемая техника;Встраиваемые варочные панели;Встраиваемые варочные панели;533010794;МП_Встраив. газовая панель независимая;;QTR;;;;;;;;;1;0%
Запад;Воронежский;Старый Оскол;S244;Бытовая техника;401;Встраиваемая техника;Встраиваемые вытяжки;Встраиваемые вытяжки;401020102;Вытяжка 60 см;;QTR;;;;;;;;;1;0%
Запад;Воронежский;Старый Оскол;S244;Бытовая техника;401;Встраиваемая техника;Встраиваемые вытяжки;Встраиваемые вытяжки;401020103;Вытяжка 90 см;;QTR;;;;;;;;;1;0%
Запад;Воронежский;Старый Оскол;S244;Бытовая техника;401;Встраиваемая техника;Встраиваемые вытяжки;Встраиваемые вытяжки;401020104;Вытяжка встраиваемая в шкаф 50 см;;QTR;;;;;;;;;1;0%
Запад;Воронежский;Старый Оскол;S244;Бытовая техника;401;Встраиваемая техника;Встраиваемые вытяжки;Встраиваемые вытяжки;401020105;Вытяжка встраиваемая в шкаф 60 см;;QTR;;;;;;;;;1;0%
Запад;Воронежский;Старый Оскол;S244;Бытовая техника;401;Встраиваемая техника;Встраиваемые вытяжки;Встраиваемые вытяжки;401020108;Вытяжка плоская 60 см;;QTR;;;;;;;;;1;0%
Запад;Воронежский;Старый Оскол;S244;Бытовая техника;401;Встраиваемая техника;Встраиваемые вытяжки;Встраиваемые вытяжки;401020119;Вытяжка полностью встраиваемая;;QTR;;;;;;;;;1;0%
Запад;Воронежский;Старый Оскол;S244;Бытовая техника;401;Встраиваемая техника;Встраиваемые вытяжки;Встраиваемые вытяжки;533010751;МП_Вытяжка встраиваемая в шкаф 50 см;;QTR;;;;;;;;;1;0%
Запад;Воронежский;Старый Оскол;S244;Бытовая техника;401;Встраиваемая техника;Встраиваемые вытяжки;Встраиваемые вытяжки;533010763;МП_Вытяжка встраиваемая в шкаф 60 см;;QTR;;;;;;;;;1;0%
Запад;Воронежский;Старый Оскол;S244;Бытовая техника;401;Встраиваемая техника;Встраиваемые вытяжки;Встраиваемые вытяжки;533010795;МП_Вытяжка полностью встраиваемая;;QTR;;;;;;;;;1;0%
Запад;Воронежский;Старый Оскол;S244;Бытовая техника;401;Встраиваемая техника;Встраиваемые вытяжки;Встраиваемые вытяжки;548010352;МП_Вытяжка наклонная;;QTR;;;;;;;;;1;0%
Запад;Воронежский;Старый Оскол;S244;Бытовая техника;401;Встраиваемая техника;Встраиваемые духовые шкафы;Встраиваемые духовые шкафы;401030103;Встраиваемый электрический духовой шкаф;;QTR;;;;;;;;;1;0%
Запад;Воронежский;Старый Оскол;S244;Бытовая техника;401;Встраиваемая техника;Встраиваемые духовые шкафы;Встраиваемые духовые шкафы;401030109;Встраив. электрический духовой шкаф 45см;;QTR;;;;;;;;;1;0%
Запад;Воронежский;Старый Оскол;S244;Бытовая техника;401;Встраиваемая техника;Встраиваемые духовые шкафы;Встраиваемые духовые шкафы;533010286;МП_Встраиваемый электрический духовой шкаф;;QTR;;;;;;;;;1;0%
Запад;Воронежский;Старый Оскол;S244;Бытовая техника;401;Встраиваемая техника;Встраиваемые посудомоечные машины;Встраиваемые посудомоечные машины;401040101;Встраиваемая посудомоечная машина 45 см;;QTR;;;;;;;;;1;0%
Запад;Воронежский;Старый Оскол;S244;Бытовая техника;401;Встраиваемая техника;Встраиваемые посудомоечные машины;Встраиваемые посудомоечные машины;401040102;Встраиваемая посудомоечная машина 60 см;;QTR;;;;;;;;;1;0%
Запад;Воронежский;Старый Оскол;S244;Бытовая техника;401;Встраиваемая техника;Встраиваемые посудомоечные машины;Встраиваемые посудомоечные машины;533010769;МП_Встраиваемая посудомоечная машина 45 см;;QTR;;;;;;;;;1;0%
Запад;Воронежский;Старый Оскол;S244;Бытовая техника;401;Встраиваемая техника;Встраиваемые стиральные машины;Встраиваемые стиральные машины;401050101;Встраиваемая стиральная машина;;QTR;;;;;;;;;1;0%
Запад;Воронежский;Старый Оскол;S244;Бытовая техника;401;Встраиваемая техника;Встраиваемые холодильное оборудование;Встраиваемые холодильники / морозильники;401060102;Встраиваемый морозильник;;QTR;;;;;;;;;1;0%
Запад;Воронежский;Старый Оскол;S244;Бытовая техника;401;Встраиваемая техника;Встраиваемые холодильное оборудование;Встраиваемые холодильники / морозильники;401060104;Встраиваемый холодильник комби;;QTR;;;;;;;;;1;0%
Запад;Воронежский;Старый Оскол;S244;Бытовая техника;401;Встраиваемая техника;Встраиваемые холодильное оборудование;Встраиваемые холодильники / морозильники;401060105;Встраиваемый холодильник однодверный;;QTR;;;;;;;;;1;0%
Запад;Воронежский;Старый Оскол;S244;Бытовая техника;401;Встраиваемая техника;Другое встраиваемое оборудование;Остальное встраиваемая техника;401070110;Встраиваемая микроволновая печь;;QTR;;;;;;;;;1;0%
Запад;Воронежский;Старый Оскол;S244;Бытовая техника;401;Встраиваемая техника;Другое встраиваемое оборудование;Остальное встраиваемая техника;401070122;Измельчитель пищевых отходов;;QTR;;;;;;;;;1;0%
Запад;Воронежский;Старый Оскол;S244;Бытовая техника;401;Встраиваемая техника;Другое встраиваемое оборудование;Остальное встраиваемая техника;533012698;МП_Встраиваемая микроволновая печь;;QTR;;;;;;;;;1;0%
Запад;Воронежский;Старый Оскол;S244;Бытовая техника;402;Холодильники;Мини-холодильники;Мини-холодильники;402020101;Автохолодильник;;QTR;;;;;;;;;1;0%
Запад;Воронежский;Старый Оскол;S244;Бытовая техника;402;Холодильники;Морозильники;Морозильники;402030103;Морозильный ларь;;QTR;;;;;;;;;1;0%
Запад;Воронежский;Старый Оскол;S244;Бытовая техника;402;Холодильники;Морозильники;Морозильники;402030104;Морозильная камера;;QTR;;;;;;;;;1;0%
Запад;Воронежский;Старый Оскол;S244;Бытовая техника;402;Холодильники;Холодильники SbS и многодверные;Холодильники SbS и многодверные;402040101;Холодильник (Side-by-Side);;QTR;;;;;;;;;1;0%
Запад;Воронежский;Старый Оскол;S244;Бытовая техника;402;Холодильники;Холодильники SbS и многодверные;Холодильники SbS и многодверные;402040102;Холодильник многодверный;;QTR;;;;;;;;;1;0%
Запад;Воронежский;Старый Оскол;S244;Бытовая техника;402;Холодильники;Холодильники SbS и многодверные;Холодильники SbS и многодверные;402040103;Холодильник комби многодверный;;QTR;;;;;;;;;1;0%
Запад;Воронежский;Старый Оскол;S244;Бытовая техника;402;Холодильники;Холодильники Toп;Холодильники Toп;402050102;Холодильник с верхней морозильной камерой;;QTR;;;;;;;;;1;0%
Запад;Воронежский;Старый Оскол;S244;Бытовая техника;402;Холодильники;Холодильники Комби;Холодильники Комби;402060101;Аксессуар для холодильника;;QTR;;;;;;;;;1;0%
Запад;Воронежский;Старый Оскол;S244;Бытовая техника;402;Холодильники;Холодильники Комби;Холодильники Комби;402060104;Холодильник с нижней морозильной камерой;;QTR;;;;;;;;;1;0%
Запад;Воронежский;Старый Оскол;S244;Бытовая техника;402;Холодильники;Холодильники однодверные;Холодильники однодверные;402070103;Холодильник однодверный;;QTR;;;;;;;;;1;0%
Запад;Воронежский;Старый Оскол;S244;Бытовая техника;403;Стиральные машины;Стиральные машины;Стиральные машины узкие;403010113;Стиральная машина Узкая;;QTR;;;;;;;;;1;0%
Запад;Воронежский;Старый Оскол;S244;Бытовая техника;403;Стиральные машины;Стиральные машины;Стиральные машины Стандартные;403010104;Стиральная машина Стандартная;;QTR;;;;;;;;;1;0%
Запад;Воронежский;Старый Оскол;S244;Бытовая техника;403;Стиральные машины;Стиральные машины;Стиральные машины с верт. загрузкой;403010108;Стиральная машина с вертикальной загрузкой;;QTR;;;;;;;;;1;0%
Запад;Воронежский;Старый Оскол;S244;Бытовая техника;403;Стиральные машины;Стиральные машины;Сушильные и Стирально-сушильные машины;403010110;Сушильная машина;;QTR;;;;;;;;;1;0%
Запад;Воронежский;Старый Оскол;S244;Бытовая техника;403;Стиральные машины;Стиральные машины;Сушильные и Стирально-сушильные машины;403010112;Стиральная машина с сушкой;;QTR;;;;;;;;;1;0%
Запад;Воронежский;Старый Оскол;S244;Бытовая техника;403;Стиральные машины;Мини-стиральная машина;Мини-стиральные машины;533010285;МП_Активаторная стиральная машина;;QTR;;;;;;;;;1;0%
Запад;Воронежский;Старый Оскол;S244;Бытовая техника;404;Климат Зима;Обогревательные приборы;Прочие обогреват. электрокам. тепл.пушки;404010201;Кварцевый обогреватель;;QTR;;;;;;;;;1;0%
Запад;Воронежский;Старый Оскол;S244;Бытовая техника;404;Климат Зима;Обогревательные приборы;Прочие обогреват. электрокам. тепл.пушки;404011001;Инфракрасный обогреватель;;QTR;;;;;;;;;1;0%
Запад;Воронежский;Старый Оскол;S244;Бытовая техника;404;Климат Зима;Обогревательные приборы;Конвекторы;404010301;Конвектор;;QTR;;;;;;;;;1;0%
Запад;Воронежский;Старый Оскол;S244;Бытовая техника;404;Климат Зима;Обогревательные приборы;Радиаторы;404010401;Радиатор;;QTR;;;;;;;;;1;0%
Запад;Воронежский;Старый Оскол;S244;Бытовая техника;404;Климат Зима;Обогревательные приборы;Тепловентиляторы;404010501;Тепловентилятор;;QTR;;;;;;;;;1;0%
Запад;Воронежский;Старый Оскол;S244;Бытовая техника;404;Климат Зима;Обогревательные приборы;Тепловентиляторы;404010601;Тепловентилятор керамический;;QTR;;;;;;;;;1;0%
